stem,output,morph
taqaf,təqufa,BEINONI+THIRD+F+SINGULAR+COMPLETE
taqaf,təqufim,BEINONI+THIRD+M+PLURAL+COMPLETE
taqaf,taquf,BEINONI+THIRD+M+SINGULAR+COMPLETE
taqaf,nitqof,FUTURE+FIRST+MF+PLURAL+COMPLETE
taqaf,nitqof,FUTURE+FIRST+MF+PLURAL+MISSING
taqaf,ʔetqof,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taqaf,ʔetqof,FUTURE+FIRST+MF+SINGULAR+MISSING
taqaf,təqofəna,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taqaf,təqofəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
taqaf,tiqfi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taqaf,tiqfu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taqaf,təqof,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taqaf,təqof,IMPERATIVE+SECOND+M+SINGULAR+MISSING
taqaf,litqof,INFINITIVE+E+E+E+COMPLETE
taqaf,litqof,INFINITIVE+E+E+E+MISSING
taqaf,taqafnu,PAST+FIRST+MF+PLURAL+COMPLETE
taqaf,taqafti,PAST+FIRST+MF+SINGULAR+COMPLETE
taqaf,təqaften,PAST+SECOND+F+PLURAL+COMPLETE
taqaf,taqaft,PAST+SECOND+F+SINGULAR+COMPLETE
taqaf,təqaftem,PAST+SECOND+M+PLURAL+COMPLETE
taqaf,taqafta,PAST+SECOND+M+SINGULAR+COMPLETE
taqaf,taqəfu,PAST+THIRD+F+PLURAL+COMPLETE
taqaf,taqəfa,PAST+THIRD+F+SINGULAR+COMPLETE
taqaf,taqəfu,PAST+THIRD+M+PLURAL+COMPLETE
taqaf,taqaf,PAST+THIRD+M+SINGULAR+COMPLETE
taqaf,toqəfot,PRESENT+FIRST+F+PLURAL+COMPLETE
taqaf,toqefet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taqaf,toqəfim,PRESENT+FIRST+M+PLURAL+COMPLETE
taqaf,toqeif,PRESENT+FIRST+M+SINGULAR+COMPLETE
taqaf,toqəfot,PRESENT+SECOND+F+PLURAL+COMPLETE
taqaf,toqefet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taqaf,toqəfim,PRESENT+SECOND+M+PLURAL+COMPLETE
taqaf,toqeif,PRESENT+SECOND+M+SINGULAR+COMPLETE
taqaf,toqəfot,PRESENT+THIRD+F+PLURAL+COMPLETE
taqaf,toqefet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taqaf,toqəfim,PRESENT+THIRD+M+PLURAL+COMPLETE
taqaf,toqeif,PRESENT+THIRD+M+SINGULAR+COMPLETE
taqaʕ,təquʕot,BEINONI+FIRST+F+PLURAL+COMPLETE
taqaʕ,təquʕa,BEINONI+FIRST+F+SINGULAR+COMPLETE
taqaʕ,təquʕim,BEINONI+FIRST+M+PLURAL+COMPLETE
taqaʕ,taquaʕ,BEINONI+FIRST+M+SINGULAR+COMPLETE
taqaʕ,təquʕot,BEINONI+SECOND+F+PLURAL+COMPLETE
taqaʕ,təquʕa,BEINONI+SECOND+F+SINGULAR+COMPLETE
taqaʕ,təquʕim,BEINONI+SECOND+M+PLURAL+COMPLETE
taqaʕ,taquaʕ,BEINONI+SECOND+M+SINGULAR+COMPLETE
taqaʕ,təquʕot,BEINONI+THIRD+F+PLURAL+COMPLETE
taqaʕ,təquʕa,BEINONI+THIRD+F+SINGULAR+COMPLETE
taqaʕ,təquʕim,BEINONI+THIRD+M+PLURAL+COMPLETE
taqaʕ,taquaʕ,BEINONI+THIRD+M+SINGULAR+COMPLETE
taqaʕ,nitqaʕ,FUTURE+FIRST+MF+PLURAL+COMPLETE
taqaʕ,ʔetqaʕ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taqaʕ,tiqʕu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taqaʕ,tiqʕi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taqaʕ,tiqʕu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taqaʕ,təqaʕ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taqaʕ,litqoaʕ,INFINITIVE+E+E+E+COMPLETE
taqaʕ,litqoaʕ,INFINITIVE+E+E+E+MISSING
taqaʕ,taqaʕnu,PAST+FIRST+MF+PLURAL+COMPLETE
taqaʕ,taqaʕti,PAST+FIRST+MF+SINGULAR+COMPLETE
taqaʕ,təqaʕten,PAST+SECOND+F+PLURAL+COMPLETE
taqaʕ,taqaʕt,PAST+SECOND+F+SINGULAR+COMPLETE
taqaʕ,təqaʕtem,PAST+SECOND+M+PLURAL+COMPLETE
taqaʕ,taqaʕta,PAST+SECOND+M+SINGULAR+COMPLETE
taqaʕ,taqəʕu,PAST+THIRD+F+PLURAL+COMPLETE
taqaʕ,taqəʕa,PAST+THIRD+F+SINGULAR+COMPLETE
taqaʕ,taqəʕu,PAST+THIRD+M+PLURAL+COMPLETE
taqaʕ,taqaʕ,PAST+THIRD+M+SINGULAR+COMPLETE
taqaʕ,toqəʕot,PRESENT+FIRST+F+PLURAL+COMPLETE
taqaʕ,toqaʕat,PRESENT+FIRST+F+SINGULAR+COMPLETE
taqaʕ,toqəʕim,PRESENT+FIRST+M+PLURAL+COMPLETE
taqaʕ,toqeiaʕ,PRESENT+FIRST+M+SINGULAR+COMPLETE
taqaʕ,toqəʕot,PRESENT+SECOND+F+PLURAL+COMPLETE
taqaʕ,toqaʕat,PRESENT+SECOND+F+SINGULAR+COMPLETE
taqaʕ,toqəʕim,PRESENT+SECOND+M+PLURAL+COMPLETE
taqaʕ,toqeiaʕ,PRESENT+SECOND+M+SINGULAR+COMPLETE
taqaʕ,toqəʕot,PRESENT+THIRD+F+PLURAL+COMPLETE
taqaʕ,toqaʕat,PRESENT+THIRD+F+SINGULAR+COMPLETE
taqaʕ,toqəʕim,PRESENT+THIRD+M+PLURAL+COMPLETE
taqaʕ,toqeiaʕ,PRESENT+THIRD+M+SINGULAR+COMPLETE
taʁad,təʁudot,BEINONI+FIRST+F+PLURAL+COMPLETE
taʁad,təʁuda,BEINONI+FIRST+F+SINGULAR+COMPLETE
taʁad,təʁudim,BEINONI+FIRST+M+PLURAL+COMPLETE
taʁad,taʁud,BEINONI+FIRST+M+SINGULAR+COMPLETE
taʁad,təʁudot,BEINONI+SECOND+F+PLURAL+COMPLETE
taʁad,təʁuda,BEINONI+SECOND+F+SINGULAR+COMPLETE
taʁad,təʁudim,BEINONI+SECOND+M+PLURAL+COMPLETE
taʁad,taʁud,BEINONI+SECOND+M+SINGULAR+COMPLETE
taʁad,təʁudot,BEINONI+THIRD+F+PLURAL+COMPLETE
taʁad,təʁuda,BEINONI+THIRD+F+SINGULAR+COMPLETE
taʁad,təʁudim,BEINONI+THIRD+M+PLURAL+COMPLETE
taʁad,taʁud,BEINONI+THIRD+M+SINGULAR+COMPLETE
taʁad,nitʁod,FUTURE+FIRST+MF+PLURAL+COMPLETE
taʁad,nitʁod,FUTURE+FIRST+MF+PLURAL+MISSING
taʁad,ʔetʁod,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taʁad,ʔetʁod,FUTURE+FIRST+MF+SINGULAR+MISSING
taʁad,tiʁdu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taʁad,təʁodəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
taʁad,tiʁdi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taʁad,tiʁdu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taʁad,təʁod,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taʁad,təʁod,IMPERATIVE+SECOND+M+SINGULAR+MISSING
taʁad,litʁod,INFINITIVE+E+E+E+COMPLETE
taʁad,litʁod,INFINITIVE+E+E+E+MISSING
taʁad,taʁadnu,PAST+FIRST+MF+PLURAL+COMPLETE
taʁad,taʁadti,PAST+FIRST+MF+SINGULAR+COMPLETE
taʁad,təʁadten,PAST+SECOND+F+PLURAL+COMPLETE
taʁad,taʁadt,PAST+SECOND+F+SINGULAR+COMPLETE
taʁad,təʁadtem,PAST+SECOND+M+PLURAL+COMPLETE
taʁad,taʁadta,PAST+SECOND+M+SINGULAR+COMPLETE
taʁad,taʁədu,PAST+THIRD+F+PLURAL+COMPLETE
taʁad,taʁəda,PAST+THIRD+F+SINGULAR+COMPLETE
taʁad,taʁədu,PAST+THIRD+M+PLURAL+COMPLETE
taʁad,taʁad,PAST+THIRD+M+SINGULAR+COMPLETE
taʁad,toʁədot,PRESENT+FIRST+F+PLURAL+COMPLETE
taʁad,toʁedet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taʁad,toʁədim,PRESENT+FIRST+M+PLURAL+COMPLETE
taʁad,toʁeid,PRESENT+FIRST+M+SINGULAR+COMPLETE
taʁad,toʁədot,PRESENT+SECOND+F+PLURAL+COMPLETE
taʁad,toʁedet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taʁad,toʁədim,PRESENT+SECOND+M+PLURAL+COMPLETE
taʁad,toʁeid,PRESENT+SECOND+M+SINGULAR+COMPLETE
taʁad,toʁədot,PRESENT+THIRD+F+PLURAL+COMPLETE
taʁad,toʁedet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taʁad,toʁədim,PRESENT+THIRD+M+PLURAL+COMPLETE
taʁad,toʁeid,PRESENT+THIRD+M+SINGULAR+COMPLETE
taʁaf,təʁufot,BEINONI+FIRST+F+PLURAL+COMPLETE
taʁaf,təʁufa,BEINONI+FIRST+F+SINGULAR+COMPLETE
taʁaf,təʁufim,BEINONI+FIRST+M+PLURAL+COMPLETE
taʁaf,taʁuf,BEINONI+FIRST+M+SINGULAR+COMPLETE
taʁaf,təʁufot,BEINONI+SECOND+F+PLURAL+COMPLETE
taʁaf,təʁufa,BEINONI+SECOND+F+SINGULAR+COMPLETE
taʁaf,təʁufim,BEINONI+SECOND+M+PLURAL+COMPLETE
taʁaf,taʁuf,BEINONI+SECOND+M+SINGULAR+COMPLETE
taʁaf,təʁufot,BEINONI+THIRD+F+PLURAL+COMPLETE
taʁaf,təʁufa,BEINONI+THIRD+F+SINGULAR+COMPLETE
taʁaf,təʁufim,BEINONI+THIRD+M+PLURAL+COMPLETE
taʁaf,taʁuf,BEINONI+THIRD+M+SINGULAR+COMPLETE
taʁaf,nitʁof,FUTURE+FIRST+MF+PLURAL+COMPLETE
taʁaf,nitʁof,FUTURE+FIRST+MF+PLURAL+MISSING
taʁaf,ʔetʁof,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taʁaf,ʔetʁof,FUTURE+FIRST+MF+SINGULAR+MISSING
taʁaf,tiʁfu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taʁaf,təʁofəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
taʁaf,tiʁfi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taʁaf,tiʁfu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taʁaf,təʁof,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taʁaf,təʁof,IMPERATIVE+SECOND+M+SINGULAR+MISSING
taʁaf,litʁof,INFINITIVE+E+E+E+COMPLETE
taʁaf,litʁof,INFINITIVE+E+E+E+MISSING
taʁaf,taʁafnu,PAST+FIRST+MF+PLURAL+COMPLETE
taʁaf,taʁafti,PAST+FIRST+MF+SINGULAR+COMPLETE
taʁaf,təʁaften,PAST+SECOND+F+PLURAL+COMPLETE
taʁaf,taʁaft,PAST+SECOND+F+SINGULAR+COMPLETE
taʁaf,təʁaftem,PAST+SECOND+M+PLURAL+COMPLETE
taʁaf,taʁafta,PAST+SECOND+M+SINGULAR+COMPLETE
taʁaf,taʁəfu,PAST+THIRD+F+PLURAL+COMPLETE
taʁaf,taʁəfa,PAST+THIRD+F+SINGULAR+COMPLETE
taʁaf,taʁəfu,PAST+THIRD+M+PLURAL+COMPLETE
taʁaf,taʁaf,PAST+THIRD+M+SINGULAR+COMPLETE
taʁaf,toʁəfot,PRESENT+FIRST+F+PLURAL+COMPLETE
taʁaf,toʁefet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taʁaf,toʁəfim,PRESENT+FIRST+M+PLURAL+COMPLETE
taʁaf,toʁeif,PRESENT+FIRST+M+SINGULAR+COMPLETE
taʁaf,toʁəfot,PRESENT+SECOND+F+PLURAL+COMPLETE
taʁaf,toʁefet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taʁaf,toʁəfim,PRESENT+SECOND+M+PLURAL+COMPLETE
taʁaf,toʁeif,PRESENT+SECOND+M+SINGULAR+COMPLETE
taʁaf,toʁəfot,PRESENT+THIRD+F+PLURAL+COMPLETE
taʁaf,toʁefet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taʁaf,toʁəfim,PRESENT+THIRD+M+PLURAL+COMPLETE
taʁaf,toʁeif,PRESENT+THIRD+M+SINGULAR+COMPLETE
taʁaħ,təʁuħot,BEINONI+FIRST+F+PLURAL+COMPLETE
taʁaħ,təʁuħa,BEINONI+FIRST+F+SINGULAR+COMPLETE
taʁaħ,təʁuħim,BEINONI+FIRST+M+PLURAL+COMPLETE
taʁaħ,taʁuaħ,BEINONI+FIRST+M+SINGULAR+COMPLETE
taʁaħ,təʁuħot,BEINONI+SECOND+F+PLURAL+COMPLETE
taʁaħ,təʁuħa,BEINONI+SECOND+F+SINGULAR+COMPLETE
taʁaħ,təʁuħim,BEINONI+SECOND+M+PLURAL+COMPLETE
taʁaħ,taʁuaħ,BEINONI+SECOND+M+SINGULAR+COMPLETE
taʁaħ,təʁuħot,BEINONI+THIRD+F+PLURAL+COMPLETE
taʁaħ,təʁuħa,BEINONI+THIRD+F+SINGULAR+COMPLETE
taʁaħ,təʁuħim,BEINONI+THIRD+M+PLURAL+COMPLETE
taʁaħ,taʁuaħ,BEINONI+THIRD+M+SINGULAR+COMPLETE
taʁaħ,nitʁaħ,FUTURE+FIRST+MF+PLURAL+COMPLETE
taʁaħ,ʔetʁaħ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taʁaħ,tiʁħu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taʁaħ,tiʁħi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taʁaħ,tiʁħu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taʁaħ,təʁaħ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taʁaħ,litʁoaħ,INFINITIVE+E+E+E+COMPLETE
taʁaħ,litʁoaħ,INFINITIVE+E+E+E+MISSING
taʁaħ,taʁaħnu,PAST+FIRST+MF+PLURAL+COMPLETE
taʁaħ,taʁaħti,PAST+FIRST+MF+SINGULAR+COMPLETE
taʁaħ,təʁaħten,PAST+SECOND+F+PLURAL+COMPLETE
taʁaħ,taʁaħt,PAST+SECOND+F+SINGULAR+COMPLETE
taʁaħ,təʁaħtem,PAST+SECOND+M+PLURAL+COMPLETE
taʁaħ,taʁaħta,PAST+SECOND+M+SINGULAR+COMPLETE
taʁaħ,taʁəħu,PAST+THIRD+F+PLURAL+COMPLETE
taʁaħ,taʁəħa,PAST+THIRD+F+SINGULAR+COMPLETE
taʁaħ,taʁəħu,PAST+THIRD+M+PLURAL+COMPLETE
taʁaħ,taʁaħ,PAST+THIRD+M+SINGULAR+COMPLETE
taʁaħ,toʁəħot,PRESENT+FIRST+F+PLURAL+COMPLETE
taʁaħ,toʁaħat,PRESENT+FIRST+F+SINGULAR+COMPLETE
taʁaħ,toʁəħim,PRESENT+FIRST+M+PLURAL+COMPLETE
taʁaħ,toʁeiaħ,PRESENT+FIRST+M+SINGULAR+COMPLETE
taʁaħ,toʁəħot,PRESENT+SECOND+F+PLURAL+COMPLETE
taʁaħ,toʁaħat,PRESENT+SECOND+F+SINGULAR+COMPLETE
taʁaħ,toʁəħim,PRESENT+SECOND+M+PLURAL+COMPLETE
taʁaħ,toʁeiaħ,PRESENT+SECOND+M+SINGULAR+COMPLETE
taʁaħ,toʁəħot,PRESENT+THIRD+F+PLURAL+COMPLETE
taʁaħ,toʁaħat,PRESENT+THIRD+F+SINGULAR+COMPLETE
taʁaħ,toʁəħim,PRESENT+THIRD+M+PLURAL+COMPLETE
taʁaħ,toʁeiaħ,PRESENT+THIRD+M+SINGULAR+COMPLETE
taʁam,təʁumot,BEINONI+FIRST+F+PLURAL+COMPLETE
taʁam,təʁuma,BEINONI+FIRST+F+SINGULAR+COMPLETE
taʁam,təʁumim,BEINONI+FIRST+M+PLURAL+COMPLETE
taʁam,taʁum,BEINONI+FIRST+M+SINGULAR+COMPLETE
taʁam,təʁumot,BEINONI+SECOND+F+PLURAL+COMPLETE
taʁam,təʁuma,BEINONI+SECOND+F+SINGULAR+COMPLETE
taʁam,təʁumim,BEINONI+SECOND+M+PLURAL+COMPLETE
taʁam,taʁum,BEINONI+SECOND+M+SINGULAR+COMPLETE
taʁam,təʁumot,BEINONI+THIRD+F+PLURAL+COMPLETE
taʁam,təʁuma,BEINONI+THIRD+F+SINGULAR+COMPLETE
taʁam,təʁumim,BEINONI+THIRD+M+PLURAL+COMPLETE
taʁam,taʁum,BEINONI+THIRD+M+SINGULAR+COMPLETE
taʁam,nitʁom,FUTURE+FIRST+MF+PLURAL+COMPLETE
taʁam,nitʁom,FUTURE+FIRST+MF+PLURAL+MISSING
taʁam,ʔetʁom,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taʁam,ʔetʁom,FUTURE+FIRST+MF+SINGULAR+MISSING
taʁam,tiʁmu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taʁam,təʁoməna,IMPERATIVE+SECOND+F+PLURAL+MISSING
taʁam,tiʁmi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taʁam,tiʁmu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taʁam,təʁom,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taʁam,təʁom,IMPERATIVE+SECOND+M+SINGULAR+MISSING
taʁam,litʁom,INFINITIVE+E+E+E+COMPLETE
taʁam,litʁom,INFINITIVE+E+E+E+MISSING
taʁam,taʁamnu,PAST+FIRST+MF+PLURAL+COMPLETE
taʁam,taʁamti,PAST+FIRST+MF+SINGULAR+COMPLETE
taʁam,təʁamten,PAST+SECOND+F+PLURAL+COMPLETE
taʁam,taʁamt,PAST+SECOND+F+SINGULAR+COMPLETE
taʁam,təʁamtem,PAST+SECOND+M+PLURAL+COMPLETE
taʁam,taʁamta,PAST+SECOND+M+SINGULAR+COMPLETE
taʁam,taʁəmu,PAST+THIRD+F+PLURAL+COMPLETE
taʁam,taʁəma,PAST+THIRD+F+SINGULAR+COMPLETE
taʁam,taʁəmu,PAST+THIRD+M+PLURAL+COMPLETE
taʁam,taʁam,PAST+THIRD+M+SINGULAR+COMPLETE
taʁam,toʁəmot,PRESENT+FIRST+F+PLURAL+COMPLETE
taʁam,toʁemet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taʁam,toʁəmim,PRESENT+FIRST+M+PLURAL+COMPLETE
taʁam,toʁeim,PRESENT+FIRST+M+SINGULAR+COMPLETE
taʁam,toʁəmot,PRESENT+SECOND+F+PLURAL+COMPLETE
taʁam,toʁemet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taʁam,toʁəmim,PRESENT+SECOND+M+PLURAL+COMPLETE
taʁam,toʁeim,PRESENT+SECOND+M+SINGULAR+COMPLETE
taʁam,toʁəmot,PRESENT+THIRD+F+PLURAL+COMPLETE
taʁam,toʁemet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taʁam,toʁəmim,PRESENT+THIRD+M+PLURAL+COMPLETE
taʁam,toʁeim,PRESENT+THIRD+M+SINGULAR+COMPLETE
taʁaq,təʁuqot,BEINONI+FIRST+F+PLURAL+COMPLETE
taʁaq,təʁuqa,BEINONI+FIRST+F+SINGULAR+COMPLETE
taʁaq,təʁuqim,BEINONI+FIRST+M+PLURAL+COMPLETE
taʁaq,taʁuq,BEINONI+FIRST+M+SINGULAR+COMPLETE
taʁaq,təʁuqot,BEINONI+SECOND+F+PLURAL+COMPLETE
taʁaq,təʁuqa,BEINONI+SECOND+F+SINGULAR+COMPLETE
taʁaq,təʁuqim,BEINONI+SECOND+M+PLURAL+COMPLETE
taʁaq,taʁuq,BEINONI+SECOND+M+SINGULAR+COMPLETE
taʁaq,təʁuqot,BEINONI+THIRD+F+PLURAL+COMPLETE
taʁaq,təʁuqa,BEINONI+THIRD+F+SINGULAR+COMPLETE
taʁaq,təʁuqim,BEINONI+THIRD+M+PLURAL+COMPLETE
taʁaq,taʁuq,BEINONI+THIRD+M+SINGULAR+COMPLETE
taʁaq,nitʁoq,FUTURE+FIRST+MF+PLURAL+COMPLETE
taʁaq,nitʁoq,FUTURE+FIRST+MF+PLURAL+MISSING
taʁaq,ʔetʁoq,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taʁaq,ʔetʁoq,FUTURE+FIRST+MF+SINGULAR+MISSING
taʁaq,təʁoqəna,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taʁaq,təʁoqəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
taʁaq,tiʁqi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taʁaq,tiʁqu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taʁaq,təʁoq,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taʁaq,təʁoq,IMPERATIVE+SECOND+M+SINGULAR+MISSING
taʁaq,litʁoq,INFINITIVE+E+E+E+COMPLETE
taʁaq,litʁoq,INFINITIVE+E+E+E+MISSING
taʁaq,taʁaqnu,PAST+FIRST+MF+PLURAL+COMPLETE
taʁaq,taʁaqti,PAST+FIRST+MF+SINGULAR+COMPLETE
taʁaq,təʁaqten,PAST+SECOND+F+PLURAL+COMPLETE
taʁaq,taʁaqt,PAST+SECOND+F+SINGULAR+COMPLETE
taʁaq,təʁaqtem,PAST+SECOND+M+PLURAL+COMPLETE
taʁaq,taʁaqta,PAST+SECOND+M+SINGULAR+COMPLETE
taʁaq,taʁəqu,PAST+THIRD+F+PLURAL+COMPLETE
taʁaq,taʁəqa,PAST+THIRD+F+SINGULAR+COMPLETE
taʁaq,taʁəqu,PAST+THIRD+M+PLURAL+COMPLETE
taʁaq,taʁaq,PAST+THIRD+M+SINGULAR+COMPLETE
taʁaq,toʁəqot,PRESENT+FIRST+F+PLURAL+COMPLETE
taʁaq,toʁeqet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taʁaq,toʁəqim,PRESENT+FIRST+M+PLURAL+COMPLETE
taʁaq,toʁeiq,PRESENT+FIRST+M+SINGULAR+COMPLETE
taʁaq,toʁəqot,PRESENT+SECOND+F+PLURAL+COMPLETE
taʁaq,toʁeqet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taʁaq,toʁəqim,PRESENT+SECOND+M+PLURAL+COMPLETE
taʁaq,toʁeiq,PRESENT+SECOND+M+SINGULAR+COMPLETE
taʁaq,toʁəqot,PRESENT+THIRD+F+PLURAL+COMPLETE
taʁaq,toʁeqet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taʁaq,toʁəqim,PRESENT+THIRD+M+PLURAL+COMPLETE
taʁaq,toʁeiq,PRESENT+THIRD+M+SINGULAR+COMPLETE
tasas,təsusot,BEINONI+FIRST+F+PLURAL+COMPLETE
tasas,təsusa,BEINONI+FIRST+F+SINGULAR+COMPLETE
tasas,təsusim,BEINONI+FIRST+M+PLURAL+COMPLETE
tasas,tasus,BEINONI+FIRST+M+SINGULAR+COMPLETE
tasas,təsusot,BEINONI+SECOND+F+PLURAL+COMPLETE
tasas,təsusa,BEINONI+SECOND+F+SINGULAR+COMPLETE
tasas,təsusim,BEINONI+SECOND+M+PLURAL+COMPLETE
tasas,tasus,BEINONI+SECOND+M+SINGULAR+COMPLETE
tasas,təsusot,BEINONI+THIRD+F+PLURAL+COMPLETE
tasas,təsusa,BEINONI+THIRD+F+SINGULAR+COMPLETE
tasas,təsusim,BEINONI+THIRD+M+PLURAL+COMPLETE
tasas,tasus,BEINONI+THIRD+M+SINGULAR+COMPLETE
tasas,nitsos,FUTURE+FIRST+MF+PLURAL+COMPLETE
tasas,nitsos,FUTURE+FIRST+MF+PLURAL+MISSING
tasas,ʔetsos,FUTURE+FIRST+MF+SINGULAR+COMPLETE
tasas,ʔetsos,FUTURE+FIRST+MF+SINGULAR+MISSING
tasas,tisəsu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
tasas,təsosəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
tasas,tisəsi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
tasas,tisəsu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
tasas,təsos,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
tasas,təsos,IMPERATIVE+SECOND+M+SINGULAR+MISSING
tasas,litsos,INFINITIVE+E+E+E+COMPLETE
tasas,litsos,INFINITIVE+E+E+E+MISSING
tasas,tasasnu,PAST+FIRST+MF+PLURAL+COMPLETE
tasas,tasasti,PAST+FIRST+MF+SINGULAR+COMPLETE
tasas,təsasten,PAST+SECOND+F+PLURAL+COMPLETE
tasas,tasast,PAST+SECOND+F+SINGULAR+COMPLETE
tasas,təsastem,PAST+SECOND+M+PLURAL+COMPLETE
tasas,tasasta,PAST+SECOND+M+SINGULAR+COMPLETE
tasas,tasəsu,PAST+THIRD+F+PLURAL+COMPLETE
tasas,tasəsa,PAST+THIRD+F+SINGULAR+COMPLETE
tasas,tasəsu,PAST+THIRD+M+PLURAL+COMPLETE
tasas,tasas,PAST+THIRD+M+SINGULAR+COMPLETE
tasas,tosəsot,PRESENT+FIRST+F+PLURAL+COMPLETE
tasas,toseset,PRESENT+FIRST+F+SINGULAR+COMPLETE
tasas,tosəsim,PRESENT+FIRST+M+PLURAL+COMPLETE
tasas,toseis,PRESENT+FIRST+M+SINGULAR+COMPLETE
tasas,tosəsot,PRESENT+SECOND+F+PLURAL+COMPLETE
tasas,toseset,PRESENT+SECOND+F+SINGULAR+COMPLETE
tasas,tosəsim,PRESENT+SECOND+M+PLURAL+COMPLETE
tasas,toseis,PRESENT+SECOND+M+SINGULAR+COMPLETE
tasas,tosəsot,PRESENT+THIRD+F+PLURAL+COMPLETE
tasas,toseset,PRESENT+THIRD+F+SINGULAR+COMPLETE
tasas,tosəsim,PRESENT+THIRD+M+PLURAL+COMPLETE
tasas,toseis,PRESENT+THIRD+M+SINGULAR+COMPLETE
taʃaʃ,təʃuʃot,BEINONI+FIRST+F+PLURAL+COMPLETE
taʃaʃ,təʃuʃa,BEINONI+FIRST+F+SINGULAR+COMPLETE
taʃaʃ,təʃuʃim,BEINONI+FIRST+M+PLURAL+COMPLETE
taʃaʃ,taʃuʃ,BEINONI+FIRST+M+SINGULAR+COMPLETE
taʃaʃ,təʃuʃot,BEINONI+SECOND+F+PLURAL+COMPLETE
taʃaʃ,təʃuʃa,BEINONI+SECOND+F+SINGULAR+COMPLETE
taʃaʃ,təʃuʃim,BEINONI+SECOND+M+PLURAL+COMPLETE
taʃaʃ,taʃuʃ,BEINONI+SECOND+M+SINGULAR+COMPLETE
taʃaʃ,təʃuʃot,BEINONI+THIRD+F+PLURAL+COMPLETE
taʃaʃ,təʃuʃa,BEINONI+THIRD+F+SINGULAR+COMPLETE
taʃaʃ,təʃuʃim,BEINONI+THIRD+M+PLURAL+COMPLETE
taʃaʃ,taʃuʃ,BEINONI+THIRD+M+SINGULAR+COMPLETE
taʃaʃ,nitʃoʃ,FUTURE+FIRST+MF+PLURAL+COMPLETE
taʃaʃ,nitʃoʃ,FUTURE+FIRST+MF+PLURAL+MISSING
